new_name	old_name	calicoblast	cnidocyte	epidermis_1	gastrodermis	gland_1	gland_2	neuron_1	neuron_2	precursors	unknown_1	unknown_2	unknown_3
Stylophora_pistillata_GAJOv1___8205	Spis_XP_022788159_1	1.64998869936821	0.681116977692145	0.930594092192601	0.950788722900776	1.32607550108771	1.01984975148167	1.02480234914194	0.973245573461647	0.99921460381365	1.074342511873	1.00078539618635	0.46757219749418
Stylophora_pistillata_GAJOv1___8206	Spis_XP_022788160_1	1.93635478446232	1.03342113018501	1.69921523067681	0.936859073375707	0.842567461120285	1.31791742437751	1.40432499022514	0.842567461120285	0.966578869814994	0.842567461120285	1.5824664938778	0.842567461120285
Stylophora_pistillata_GAJOv1___8207.t1	Spis_XP_022788102_1	0.791536873080221	1.01154216551093	0.835883572181622	3.36499941168962	0.598317012125751	0.991060774976839	1.06201922622045	1.05830297539005	0.953513781138753	1.00893922502316	2.10897398692886	0.598317012125751
Stylophora_pistillata_GAJOv1___8208	Spis8208_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8212	Spis8212_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8213	Spis_XP_022788164_1	0.999684980355891	0.772334322306016	1.04881068808412	1.07537727548938	0.772334322306016	0.939273930787182	1.16984073453787	1.51805614251204	1.00031501964411	0.946910234691651	1.45055825618527	0.772334322306016
Stylophora_pistillata_GAJOv1___8215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8216	Spis_XP_022788197_1	0.98580265041007	1.0457497556723	1.09474853237254	1.0436131014171	0.852619218697633	0.852619218697633	1.07118809360923	1.01419734958993	1.10429872901924	0.852619218697633	0.852619218697633	0.852619218697633
Stylophora_pistillata_GAJOv1___8217	Spis_XP_022788178_1	1.0994836268357	1	1.04109523246464	1.06702143792737	1	1	1	1	1	1	1	1
Stylophora_pistillata_GAJOv1___8218	Spis_XP_022788177_1	1.26613376981531	1.45688481524543	1.14488012620419	1.04878812760172	0.95121187239828	1.48785558279408	0.95121187239828	0.95121187239828	1.3735576589624	0.95121187239828	0.95121187239828	0.95121187239828
Stylophora_pistillata_GAJOv1___8219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___8220	Spis_XP_022788199_1	1.09370551661571	0.717483470159869	0.889431887644527	1.02456873896849	0.717483470159869	1.2823010105337	1.27354098974709	1.07158387468541	0.88512941604815	0.97543126103151	0.717483470159869	1.37917221669385
Stylophora_pistillata_GAJOv1___8221.t2	Spis_XP_022788180_1	1.27488827347183	1.28871093739762	1.02095425646034	0.819569752372906	2.12397780341962	0.892306371243347	1.49072315311692	0.815839328593469	0.979045743539659	0.751902009317039	1.39247849088708	0.680059260003325
Stylophora_pistillata_GAJOv1___8222	Spis_XP_022788182_1	1.00928322742505	0.990716772574952	1.02220985155433	1.01280885280862	0.990716772574952	0.990716772574952	2.18684432588141	0.990716772574952	0.990716772574952	0.990716772574952	1.42220886527835	1.56383741581558
Stylophora_pistillata_GAJOv1___8223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
