gene	cell_type	FC	Species	Lifestage
Spis_XP_022799425_1	unknown_5	7.06127071507214	Spis	Larva
Spis_XP_022799541_1	gastrodermis_1	12.1942579822248	Spis	Larva
Spis_XP_022799949_1	gastrodermis_2	26.7118354025224	Spis	Larva
Spis_XP_022800008_1	neuron_1	19.0706695422551	Spis	Larva
Spis_XP_022800199_1	gland_2	19.6947295206071	Spis	Larva
Spis_XP_022800419_1	unknown_6	5.50976346106483	Spis	Larva
Spis_XP_022800496_1	epidermis	4.1616187938199	Spis	Larva
Spis_XP_022800545_1	neuron_2	6.19290446032413	Spis	Larva
Spis_XP_022800850_1	unknown_5	8.75771441032212	Spis	Larva
Spis_XP_022801139_1	precursors	2.91854036965742	Spis	Larva
Spis_XP_022801217_1	gland_1	18.4390859103791	Spis	Larva
Spis_XP_022802871_1	digestive_filaments	7.63142473304891	Spis	Larva
Spis_XP_022803036_1	gastrodermis_2	13.2362825059931	Spis	Larva
Spis_XP_022803038_1	gastrodermis_2	14.7952120386293	Spis	Larva
Spis_XP_022803073_1	unknown_2	16.5265808636694	Spis	Larva
Spis_XP_022803082_1	unknown_2	43.5176302856948	Spis	Larva
Spis_XP_022803084_1	unknown_2	17.4796519131804	Spis	Larva
Spis_XP_022803300_1	unknown_1	58.8149259631218	Spis	Larva
Spis_XP_022803305_1	unknown_1	51.4669695349971	Spis	Larva
Spis_XP_022803308_1	unknown_1	106.593619834264	Spis	Larva
Spis_XP_022803773_1	epidermis	4.4859228818174	Spis	Larva
Spis_XP_022803774_1	epidermis	19.0007077921823	Spis	Larva
Spis_XP_022804348_1	neuron_1	14.9691621459665	Spis	Larva
Spis_XP_022805145_1	cnidocyte	5.5537847442724	Spis	Larva
Spis_XP_022805607_1	gland_2	69.818649012266	Spis	Larva
Spis_XP_022805721_1	gastrodermis_2	18.1078309204189	Spis	Larva
Spis_XP_022806051_1	gastrodermis_1	7.58086543032601	Spis	Larva
Spis_XP_022806376_1	gastrodermis_1	9.34881723876043	Spis	Larva
Spis_XP_022807389_1	cnidocyte	4.42847248237849	Spis	Larva
Spis_XP_022807466_1	unknown_4	4.37500153840781	Spis	Larva
Spis_XP_022807590_1	unknown_1	80.7100490069114	Spis	Larva
Spis_XP_022807844_1	neuron_2	6.38083909753643	Spis	Larva
Spis_XP_022809004_1	precursors	2.69991091482936	Spis	Larva
Spis_XP_022809032_1	gastrodermis_2	9.8738187055291	Spis	Larva
Spis_XP_022809608_1	unknown_3	9.46279546017921	Spis	Larva
Spis_XP_022809885_1	gastrodermis_1	9.56945267532658	Spis	Larva
orphan_peak_13183	unknown_6	5.43496590562993	Spis	Larva
orphan_peak_13184	unknown_6	11.3679680755577	Spis	Larva
orphan_peak_14663	precursors	3.25017506262248	Spis	Larva
orphan_peak_14875	unknown_6	5.51706286446191	Spis	Larva
orphan_peak_14983	unknown_6	5.1350284631886	Spis	Larva
orphan_peak_18925	unknown_6	7.79779262067017	Spis	Larva
orphan_peak_20049	unknown_6	8.44440438114058	Spis	Larva
orphan_peak_21645	unknown_1	79.3900122051039	Spis	Larva
orphan_peak_2723	gland_3	21.3451968868001	Spis	Larva
orphan_peak_312	gland_1	31.6372196634355	Spis	Larva
orphan_peak_354	unknown_2	12.2226660820788	Spis	Larva
orphan_peak_3917	unknown_6	5.58256358955558	Spis	Larva
orphan_peak_5515	gland_1	20.5034177870489	Spis	Larva
orphan_peak_6971	unknown_2	17.1234759781227	Spis	Larva
orphan_peak_7147	unknown_6	7.95487820888491	Spis	Larva
orphan_peak_916	unknown_4	4.29276100281206	Spis	Larva
Spis14850_1	gland_1	14.171930724868	Spis	Polyp
Spis18343_1	cnidocyte	23.358722664308	Spis	Polyp
Spis7630_1	epidermis_1	5.87281118716636	Spis	Polyp
Spis8274_1	neuron_2	8.8501959348888	Spis	Polyp
Spis_LOC111325409	neuron_2	10.4477670644424	Spis	Polyp
Spis_LOC111330497	neuron_2	11.6851318542794	Spis	Polyp
Spis_LOC111330502	neuron_2	9.63216604346742	Spis	Polyp
Spis_LOC111331252	gland_2	9.24950997020315	Spis	Polyp
Spis_LOC111332860	gland_2	21.3082020605759	Spis	Polyp
Spis_LOC111344254	unknown_2	17.8143787468661	Spis	Polyp
Spis_LOC111344492	precursors	4.61364449690419	Spis	Polyp
Spis_XP_022778950_1	epidermis_1	4.67061447313207	Spis	Polyp
Spis_XP_022779130_1	calicoblast	5.9248007437341	Spis	Polyp
Spis_XP_022779225_1	unknown_3	4.19149959303424	Spis	Polyp
Spis_XP_022779255_1	gastrodermis	8.62632310730056	Spis	Polyp
Spis_XP_022779256_1	gastrodermis	7.14357892606304	Spis	Polyp
Spis_XP_022779335_1	gastrodermis	9.60505090912137	Spis	Polyp
Spis_XP_022779720_1	gastrodermis	8.15479436386621	Spis	Polyp
Spis_XP_022780014_1	gland_1	287.556414115337	Spis	Polyp
Spis_XP_022780302_1	neuron_1	7.40006567137543	Spis	Polyp
Spis_XP_022780690_1	unknown_2	7.51841328961856	Spis	Polyp
Spis_XP_022780833_1	unknown_3	5.41267725558189	Spis	Polyp
Spis_XP_022781017_1	gastrodermis	6.58494497551802	Spis	Polyp
Spis_XP_022781228_1	unknown_1	71.8622677138214	Spis	Polyp
Spis_XP_022781244_1	gland_2	8.70123620163394	Spis	Polyp
Spis_XP_022781915_1	calicoblast	7.7291161982358	Spis	Polyp
Spis_XP_022781960_1	precursors	5.82445460689292	Spis	Polyp
Spis_XP_022782002_1	neuron_1	11.8403309848956	Spis	Polyp
Spis_XP_022782832_1	unknown_2	6.24589103359625	Spis	Polyp
Spis_XP_022782997_1	unknown_2	6.44241695698673	Spis	Polyp
Spis_XP_022783113_1	neuron_1	10.2874688692112	Spis	Polyp
Spis_XP_022783192_1	gland_2	13.7160795328515	Spis	Polyp
Spis_XP_022783305_1	gland_1	14.5549696064252	Spis	Polyp
Spis_XP_022783415_1	calicoblast	8.86630207996132	Spis	Polyp
Spis_XP_022783430_1	unknown_2	8.68556299688348	Spis	Polyp
Spis_XP_022785263_1	gastrodermis	7.28131494811227	Spis	Polyp
Spis_XP_022785364_1	unknown_2	6.78492132210866	Spis	Polyp
Spis_XP_022786096_1	neuron_1	24.7029963064607	Spis	Polyp
Spis_XP_022786325_1	cnidocyte	14.3486573858052	Spis	Polyp
Spis_XP_022786855_1	unknown_1	44.8383341341543	Spis	Polyp
Spis_XP_022786917_1	gastrodermis	8.90180646393644	Spis	Polyp
Spis_XP_022787040_1	cnidocyte	14.5905958048153	Spis	Polyp
Spis_XP_022787051_1	gland_1	155.242397507611	Spis	Polyp
Spis_XP_022787371_1	cnidocyte	35.1802912331156	Spis	Polyp
Spis_XP_022788291_1	gland_2	16.9566912133243	Spis	Polyp
Spis_XP_022789489_1	cnidocyte	14.0467150716855	Spis	Polyp
Spis_XP_022789499_1	cnidocyte	15.1501976099903	Spis	Polyp
Spis_XP_022790424_1	neuron_2	10.6116458256002	Spis	Polyp
Spis_XP_022790669_1	neuron_2	9.46111121043228	Spis	Polyp
Spis_XP_022791880_1	gland_2	11.8827207930028	Spis	Polyp
Spis_XP_022792017_1	neuron_1	9.08726553456128	Spis	Polyp
Spis_XP_022792148_1	neuron_2	8.82613077357985	Spis	Polyp
Spis_XP_022792629_1	unknown_1	34.5950195911102	Spis	Polyp
Spis_XP_022793420_1	gastrodermis	9.09956691071559	Spis	Polyp
Spis_XP_022793831_1	calicoblast	7.36537542428837	Spis	Polyp
Spis_XP_022793852_1	neuron_1	10.7965300138854	Spis	Polyp
Spis_XP_022794301_1	neuron_1	11.8601980345946	Spis	Polyp
Spis_XP_022794326_1	neuron_1	7.64507490874557	Spis	Polyp
Spis_XP_022794351_1	gastrodermis	8.21838878709628	Spis	Polyp
Spis_XP_022796493_1	cnidocyte	24.0112010077969	Spis	Polyp
Spis_XP_022796886_1	calicoblast	6.71215761901052	Spis	Polyp
Spis_XP_022797220_1	unknown_2	19.3672876104848	Spis	Polyp
Spis_XP_022797264_1	unknown_2	14.5677987623373	Spis	Polyp
Spis_XP_022797422_1	cnidocyte	25.8018082931716	Spis	Polyp
Spis_XP_022798324_1	gland_2	24.5675166020641	Spis	Polyp
Spis_XP_022798424_1	epidermis_1	5.10441923730257	Spis	Polyp
Spis_XP_022798948_1	calicoblast	6.3707977237334	Spis	Polyp
Spis_XP_022799245_1	unknown_3	5.68780216300162	Spis	Polyp
Spis_XP_022799249_1	neuron_2	9.84372662472098	Spis	Polyp
Spis_XP_022799307_1	gland_2	13.8314449205132	Spis	Polyp
Spis_XP_022799329_1	gland_2	6.60118743749359	Spis	Polyp
Spis_XP_022799335_1	gland_2	9.27430916383043	Spis	Polyp
Spis_XP_022799416_1	cnidocyte	28.8762599532925	Spis	Polyp
Spis_XP_022800008_1	neuron_1	48.6054857898145	Spis	Polyp
Spis_XP_022800024_1	neuron_1	7.27134870783196	Spis	Polyp
Spis_XP_022800545_1	neuron_2	9.5626557618287	Spis	Polyp
Spis_XP_022800575_1	epidermis_1	5.21127550724918	Spis	Polyp
Spis_XP_022801446_1	calicoblast	5.74566057624398	Spis	Polyp
Spis_XP_022801462_1	calicoblast	8.43997210408208	Spis	Polyp
Spis_XP_022803073_1	gland_1	15.5965668115408	Spis	Polyp
Spis_XP_022803082_1	gland_1	43.4095784872802	Spis	Polyp
Spis_XP_022803084_1	gland_1	17.2968838907822	Spis	Polyp
Spis_XP_022803300_1	unknown_1	36.996313222335	Spis	Polyp
Spis_XP_022803305_1	unknown_1	26.7738308555904	Spis	Polyp
Spis_XP_022803308_1	unknown_1	58.3273135028676	Spis	Polyp
Spis_XP_022803549_1	gastrodermis	8.36588418422906	Spis	Polyp
Spis_XP_022803685_1	unknown_3	31.5123532441307	Spis	Polyp
Spis_XP_022803859_1	epidermis_1	5.34598216806183	Spis	Polyp
Spis_XP_022803866_1	unknown_2	6.51641195488288	Spis	Polyp
Spis_XP_022804302_1	gland_1	8.56569401058247	Spis	Polyp
Spis_XP_022804995_1	epidermis_1	7.08463003940449	Spis	Polyp
Spis_XP_022805421_1	precursors	4.78854144916864	Spis	Polyp
Spis_XP_022805523_1	unknown_3	3.92285301408274	Spis	Polyp
Spis_XP_022805607_1	gland_1	11.9284844827533	Spis	Polyp
Spis_XP_022806650_1	cnidocyte	15.2900791564209	Spis	Polyp
Spis_XP_022806737_1	unknown_2	6.97344377706403	Spis	Polyp
Spis_XP_022807590_1	unknown_1	44.070439009836	Spis	Polyp
Spis_XP_022808792_1	unknown_3	29.5097415010883	Spis	Polyp
Spis_XP_022808793_1	unknown_3	29.8222142692283	Spis	Polyp
Spis_XP_022808800_1	unknown_3	50.9853306555454	Spis	Polyp
Spis_XP_022809001_1	calicoblast	5.66866811052121	Spis	Polyp
Spis_XP_022809005_1	epidermis_1	4.66827233858018	Spis	Polyp
orphan_peak_10023	precursors	4.42727486613549	Spis	Polyp
orphan_peak_11290	precursors	4.03308187004083	Spis	Polyp
orphan_peak_12458	calicoblast	6.80532758760935	Spis	Polyp
orphan_peak_1431	neuron_2	11.9917528374264	Spis	Polyp
orphan_peak_14663	epidermis_1	6.86277059420801	Spis	Polyp
orphan_peak_15509	epidermis_1	9.77219722342836	Spis	Polyp
orphan_peak_16181	precursors	5.86821031142782	Spis	Polyp
orphan_peak_2	precursors	4.72814179405133	Spis	Polyp
orphan_peak_21645	unknown_1	43.0064684116688	Spis	Polyp
orphan_peak_354	gland_1	12.6419835256858	Spis	Polyp
orphan_peak_3952	precursors	4.30700565942573	Spis	Polyp
orphan_peak_5375	unknown_1	28.482133598605	Spis	Polyp
orphan_peak_5910	precursors	5.19168716591039	Spis	Polyp
orphan_peak_6007	epidermis_1	5.57097651987382	Spis	Polyp
orphan_peak_7252	unknown_3	30.1633794012848	Spis	Polyp
orphan_peak_7311	precursors	4.76176734711479	Spis	Polyp
orphan_peak_7896	unknown_3	4.20825510650739	Spis	Polyp
orphan_peak_8409	unknown_1	28.8655008923344	Spis	Polyp
Xesp_000182	neuron5	17.5336494821209	Xesp	Adult
Xesp_000344	epidermis2	28.7783783306331	Xesp	Adult
Xesp_000345	epidermis2	30.8951664853951	Xesp	Adult
Xesp_000431	cnidocyte_precursor1	68.65142073136	Xesp	Adult
Xesp_000432	cnidocyte	248.717682926796	Xesp	Adult
Xesp_000459	digestive_filaments	11.0370800834766	Xesp	Adult
Xesp_000488	neuron9	29.7458933786944	Xesp	Adult
Xesp_000519	gastrodermis	17.9182418007774	Xesp	Adult
Xesp_000703	cnidocyte_precursor2	34.9873040942699	Xesp	Adult
Xesp_000728	gland_secretory3	99.5773747360883	Xesp	Adult
Xesp_000733	gland_secretory3	52.1187514814788	Xesp	Adult
Xesp_000734	gland_secretory3	93.7136061730989	Xesp	Adult
Xesp_000738	gland_secretory3	59.976767757105	Xesp	Adult
Xesp_000739	gland_secretory3	51.6731660302618	Xesp	Adult
Xesp_000788	epidermis3	16.7871763857731	Xesp	Adult
Xesp_000857	alga.hosting_cells	24.2100744333488	Xesp	Adult
Xesp_000923	neuron5	19.2793507876089	Xesp	Adult
Xesp_001059	gland_secretory5	14.6625869364919	Xesp	Adult
Xesp_001183	cnidocyte_precursor2	53.0545559080185	Xesp	Adult
Xesp_001187	neuron11	18.9009130079033	Xesp	Adult
Xesp_001196	gland_secretory1	21.8896676013178	Xesp	Adult
Xesp_001208	cnidocyte	323.39162165653	Xesp	Adult
Xesp_001210	cnidocyte	255.01330101616	Xesp	Adult
Xesp_001796	precursors	11.2007382780062	Xesp	Adult
Xesp_002038	gland_secretory2	13.9401639963631	Xesp	Adult
Xesp_002391	gland_secretory1	158.086584937108	Xesp	Adult
Xesp_002521	neuron5	18.5806419299769	Xesp	Adult
Xesp_002591	alga.hosting_cells	51.9967534953125	Xesp	Adult
Xesp_002649	gland_secretory4	58.6874510419779	Xesp	Adult
Xesp_002650	gland_secretory4	92.4840863704683	Xesp	Adult
Xesp_002723	neuron2	17.1902249484918	Xesp	Adult
Xesp_002907	gastrodermis	17.2030590891258	Xesp	Adult
Xesp_002928	gastrodermis	19.2241178420814	Xesp	Adult
Xesp_002963	neuron1	63.7122669146588	Xesp	Adult
Xesp_002978	gland_secretory2	16.6305737467696	Xesp	Adult
Xesp_002981	gland_secretory2	14.5886198964318	Xesp	Adult
Xesp_003115	gastrodermis	16.4332654204292	Xesp	Adult
Xesp_003133	gland_secretory5	21.7511443142853	Xesp	Adult
Xesp_003396	gland_secretory5	36.8524943618348	Xesp	Adult
Xesp_003436	cnidocyte_precursor2	58.0019961096408	Xesp	Adult
Xesp_003489	epidermis2	28.7022650683722	Xesp	Adult
Xesp_003566	neuron6	49.0592657618165	Xesp	Adult
Xesp_003571	neuron1	38.8746431830187	Xesp	Adult
Xesp_003585	neuron2	24.9013103897037	Xesp	Adult
Xesp_003804	precursors	9.76862817974308	Xesp	Adult
Xesp_003922	neuron1	14.0554404552295	Xesp	Adult
Xesp_004037	precursors	8.38750815944897	Xesp	Adult
Xesp_004451	alga.hosting_cells	23.6792613908671	Xesp	Adult
Xesp_004625	epidermis1	49.0180246154227	Xesp	Adult
Xesp_004626	epidermis1	31.5507202485156	Xesp	Adult
Xesp_004915	neuron4	10.9007203156971	Xesp	Adult
Xesp_004932	epidermis1	44.5575323791672	Xesp	Adult
Xesp_005276	cnidocyte_precursor2	38.8473876098045	Xesp	Adult
Xesp_005581	gland_secretory6	39.9357150935273	Xesp	Adult
Xesp_005598	neuron2	16.6909081623209	Xesp	Adult
Xesp_005601	gland_secretory6	38.7746861731999	Xesp	Adult
Xesp_005730	neuron6	25.9203207586176	Xesp	Adult
Xesp_005987	epidermis4	14.1171552633811	Xesp	Adult
Xesp_005999	gland_secretory2	27.917308787993	Xesp	Adult
Xesp_006272	gland_secretory4	89.5643693783308	Xesp	Adult
Xesp_006841	neuron12	59.9413149497543	Xesp	Adult
Xesp_007182	neuron4	10.5167209026982	Xesp	Adult
Xesp_007185	neuron5	27.6834529322683	Xesp	Adult
Xesp_007392	neuron1	14.370611210347	Xesp	Adult
Xesp_007397	neuron12	66.4769991631709	Xesp	Adult
Xesp_007434	neuron4	71.9540116420675	Xesp	Adult
Xesp_007888	digestive_filaments	28.2083894412191	Xesp	Adult
Xesp_007890	epidermis3	30.4652316982495	Xesp	Adult
Xesp_007937	neuron1	18.3782133408935	Xesp	Adult
Xesp_008129	neuron7	19.2212785700631	Xesp	Adult
Xesp_008261	gland_secretory4	32.1593073858599	Xesp	Adult
Xesp_008457	neuron5	21.8580634532172	Xesp	Adult
Xesp_008467	cnidocyte	119.075998954496	Xesp	Adult
Xesp_008520	cnidocyte	318.028333276182	Xesp	Adult
Xesp_008521	cnidocyte	104.666537076718	Xesp	Adult
Xesp_008534	cnidocyte	103.099942955658	Xesp	Adult
Xesp_008614	gland_secretory3	142.415241712089	Xesp	Adult
Xesp_008622	gastrodermis	17.7320241529757	Xesp	Adult
Xesp_008778	cnidocyte_precursor2	42.5583369461033	Xesp	Adult
Xesp_008844	gland_secretory3	63.929083027164	Xesp	Adult
Xesp_008849	gland_secretory3	109.252577688955	Xesp	Adult
Xesp_009275	gland_secretory6	22.4290866265166	Xesp	Adult
Xesp_009319	neuron7	20.6259159868685	Xesp	Adult
Xesp_009333	muscle	38.0954717860283	Xesp	Adult
Xesp_009335	gland_secretory2	16.7376892981982	Xesp	Adult
Xesp_009370	cnidocyte_precursor2	121.235572428749	Xesp	Adult
Xesp_009372	neuron5	52.1855269269747	Xesp	Adult
Xesp_009374	neuron6	12.7116830926105	Xesp	Adult
Xesp_009399	gland_secretory5	47.6304721153495	Xesp	Adult
Xesp_009415	gland_secretory2	22.1050511510334	Xesp	Adult
Xesp_009443	neuron1	19.510482970066	Xesp	Adult
Xesp_009450	digestive_filaments	11.448985074442	Xesp	Adult
Xesp_009686	alga.hosting_cells	38.7822448642701	Xesp	Adult
Xesp_009691	alga.hosting_cells	44.5570186262478	Xesp	Adult
Xesp_009933	cnidocyte	102.32972141333	Xesp	Adult
Xesp_010055	digestive_filaments	8.36909177918416	Xesp	Adult
Xesp_010170	neuron5	35.6757414453647	Xesp	Adult
Xesp_010641	epidermis1	34.6344283754314	Xesp	Adult
Xesp_010814	neuron7	23.474837218281	Xesp	Adult
Xesp_011435	muscle	42.6194139542674	Xesp	Adult
Xesp_011474	neuron10	88.615703411084	Xesp	Adult
Xesp_011801	cnidocyte	105.712356256851	Xesp	Adult
Xesp_011874	muscle	38.45501251907	Xesp	Adult
Xesp_012205	neuron2	18.837743043088	Xesp	Adult
Xesp_012235	gland_secretory6	78.9871809917805	Xesp	Adult
Xesp_012319	muscle	118.465400555757	Xesp	Adult
Xesp_012425	neuron11	98.8298759115768	Xesp	Adult
Xesp_012455	alga.hosting_cells	27.5389816598914	Xesp	Adult
Xesp_012631	epidermis1	28.6783940537876	Xesp	Adult
Xesp_012650	gastrodermis	21.2380935575415	Xesp	Adult
Xesp_012680	gland_secretory2	26.1568184226226	Xesp	Adult
Xesp_012716	epidermis4	15.8481692750176	Xesp	Adult
Xesp_012742	neuron2	17.4320289433459	Xesp	Adult
Xesp_012813	cnidocyte_precursor2	56.4938180374411	Xesp	Adult
Xesp_012982	epidermis1	22.9733230405121	Xesp	Adult
Xesp_013614	neuron12	84.4379643932821	Xesp	Adult
Xesp_013615	epidermis1	63.6380985302045	Xesp	Adult
Xesp_013753	precursors	8.90354197134682	Xesp	Adult
Xesp_013756	gland_secretory4	53.2060113987718	Xesp	Adult
Xesp_013926	neuron6	58.0343752798804	Xesp	Adult
Xesp_014108	alga.hosting_cells	25.5830812356703	Xesp	Adult
Xesp_014296	gastrodermis	16.3842110118445	Xesp	Adult
Xesp_014332	muscle	67.5928147337875	Xesp	Adult
Xesp_014383	gastrodermis	17.7260384436483	Xesp	Adult
Xesp_014448	gastrodermis	23.148618461	Xesp	Adult
Xesp_014471	precursors	10.2315113181039	Xesp	Adult
Xesp_014608	gland_secretory5	15.0458607533836	Xesp	Adult
Xesp_014706	neuron7	24.0125242078499	Xesp	Adult
Xesp_014743	neuron10	169.517811763512	Xesp	Adult
Xesp_014856	epidermis1	27.0363305964264	Xesp	Adult
Xesp_014874	gland_secretory6	27.3504733735668	Xesp	Adult
Xesp_014898	neuron7	21.2191366842041	Xesp	Adult
Xesp_014909	alga.hosting_cells	43.1185123556081	Xesp	Adult
Xesp_015051	neuron4	16.3103402671094	Xesp	Adult
Xesp_015086	digestive_filaments	10.6910556629089	Xesp	Adult
Xesp_015312	digestive_filaments	17.6665930590055	Xesp	Adult
Xesp_015330	epidermis1	29.2103913804956	Xesp	Adult
Xesp_015642	neuron1	17.8259744471979	Xesp	Adult
Xesp_015737	neuron1	15.3919419591876	Xesp	Adult
Xesp_015895	gland_secretory1	195.237573418602	Xesp	Adult
Xesp_015928	gland_secretory6	30.5124975295982	Xesp	Adult
Xesp_015957	neuron7	21.334306273912	Xesp	Adult
Xesp_016092	neuron7	26.7956883578502	Xesp	Adult
Xesp_016189	neuron3	25.7062090986674	Xesp	Adult
Xesp_016378	epidermis4	13.6876492708986	Xesp	Adult
Xesp_016414	neuron1	20.1585560434205	Xesp	Adult
Xesp_016506	muscle	65.495284240004	Xesp	Adult
Xesp_016545	epidermis2	14.9095775338424	Xesp	Adult
Xesp_017350	gland_secretory1	54.6945669951118	Xesp	Adult
Xesp_017428	neuron6	14.7526280516281	Xesp	Adult
Xesp_017514	precursors	18.4189217610695	Xesp	Adult
Xesp_018248	neuron7	18.2010066185303	Xesp	Adult
Xesp_018334	precursors	11.7793548569206	Xesp	Adult
Xesp_018481	cnidocyte_precursor2	34.9572418662513	Xesp	Adult
Xesp_018671	gland_secretory2	82.5787293174564	Xesp	Adult
Xesp_018754	gland_secretory5	23.5924457955375	Xesp	Adult
Xesp_018771	gland_secretory5	16.8447086220334	Xesp	Adult
Xesp_018772	gland_secretory5	14.7900440432022	Xesp	Adult
Xesp_018773	gland_secretory5	43.9219488588245	Xesp	Adult
Xesp_019746	epidermis3	29.1143576816818	Xesp	Adult
Xesp_019848	neuron2	29.3991326641638	Xesp	Adult
Xesp_020407	gland_secretory1	31.4471805994014	Xesp	Adult
Xesp_021212	neuron12	171.363196742163	Xesp	Adult
Xesp_021213	neuron8	78.3278251428499	Xesp	Adult
Xesp_021233	neuron9	69.0441818133978	Xesp	Adult
Xesp_021246	neuron9	399.73808020469	Xesp	Adult
Xesp_021247	neuron9	437.723138547878	Xesp	Adult
Xesp_021251	neuron11	119.250096659463	Xesp	Adult
Xesp_021473	gland_secretory1	68.3557942672412	Xesp	Adult
Xesp_021708	neuron7	31.3566844768685	Xesp	Adult
Xesp_021837	gland_secretory1	261.006574971817	Xesp	Adult
Xesp_021847	gland_secretory6	25.853197121882	Xesp	Adult
Xesp_021884	gland_secretory2	15.7338154921437	Xesp	Adult
Xesp_022040	muscle	71.20864622123	Xesp	Adult
Xesp_022108	neuron5	16.1807211758821	Xesp	Adult
Xesp_022123	neuron5	16.5022408179297	Xesp	Adult
Xesp_022285	gland_secretory4	32.0210231597983	Xesp	Adult
Xesp_022333	gastrodermis	17.6031263054357	Xesp	Adult
Xesp_022796	alga.hosting_cells	33.8483100787818	Xesp	Adult
Xesp_023011	neuron3	39.53697640267	Xesp	Adult
Xesp_023241	neuron1	13.8498918737729	Xesp	Adult
Xesp_023286	cnidocyte_precursor1	35.38814283886	Xesp	Adult
Xesp_023289	neuron5	28.2201697067405	Xesp	Adult
Xesp_023317	precursors	15.8881629860884	Xesp	Adult
Xesp_023377	gland_secretory6	35.8356431691637	Xesp	Adult
Xesp_023526	gland_secretory1	19.8278359931216	Xesp	Adult
Xesp_023715	epidermis4	30.318347640485	Xesp	Adult
Xesp_023784	epidermis4	15.1284808811504	Xesp	Adult
Xesp_023987	neuron3	48.6484851518195	Xesp	Adult
Xesp_024219	epidermis4	12.9815063879119	Xesp	Adult
Xesp_024234	epidermis4	21.4915802819994	Xesp	Adult
Xesp_024237	epidermis3	18.1899657590084	Xesp	Adult
Xesp_024240	epidermis3	19.951320063822	Xesp	Adult
Xesp_024270	neuron12	82.6106310348331	Xesp	Adult
Xesp_024277	neuron10	74.7598533413497	Xesp	Adult
Xesp_024280	neuron13	42.6798782291719	Xesp	Adult
Xesp_024403	neuron10	70.4574089899646	Xesp	Adult
Xesp_024519	gland_secretory4	29.3288652512756	Xesp	Adult
Xesp_026780	digestive_filaments	25.5436251036649	Xesp	Adult
Xesp_027190	gland_secretory6	21.6030320937966	Xesp	Adult
Xesp_027263	neuron2	17.0785918464443	Xesp	Adult
Xesp_027493	precursors	23.2673574617129	Xesp	Adult
Xesp_027596	muscle	120.868582841748	Xesp	Adult
Xesp_027709	neuron8	14.395398634861	Xesp	Adult
Xesp_027769	precursors	16.4362617080472	Xesp	Adult
Xesp_027783	digestive_filaments	7.39233892541102	Xesp	Adult
Xesp_027785	digestive_filaments	39.8649798390947	Xesp	Adult
Xesp_027842	gland_secretory3	82.96975525289	Xesp	Adult
Xesp_028058	gland_secretory4	36.633756375888	Xesp	Adult
Xesp_028815	cnidocyte	241.846071089403	Xesp	Adult
Xesp_028852	gland_secretory6	36.4666412892211	Xesp	Adult
Xesp_028910	neuron4	12.7543397807557	Xesp	Adult
Xesp_028933	alga.hosting_cells	29.6949109694322	Xesp	Adult
Xesp_028968	gland_secretory3	82.1578780128013	Xesp	Adult
orphan_peak_11045	gland_secretory1	78.7847548719496	Xesp	Adult
orphan_peak_11047	gland_secretory1	33.8493287945683	Xesp	Adult
orphan_peak_12373	neuron11	18.8926675949714	Xesp	Adult
orphan_peak_12377	neuron11	35.515811526476	Xesp	Adult
orphan_peak_12380	neuron11	35.6739239952668	Xesp	Adult
orphan_peak_12383	neuron9	163.722026096243	Xesp	Adult
orphan_peak_12539	neuron6	36.504817940342	Xesp	Adult
orphan_peak_12781	neuron10	94.4579690279451	Xesp	Adult
orphan_peak_13975	neuron10	127.246890323198	Xesp	Adult
orphan_peak_13976	neuron8	28.1425842293606	Xesp	Adult
orphan_peak_13981	neuron12	84.7098590667878	Xesp	Adult
orphan_peak_13986	neuron10	235.877771235176	Xesp	Adult
orphan_peak_13988	neuron10	63.5991430172249	Xesp	Adult
orphan_peak_14001	neuron13	90.8520434708109	Xesp	Adult
orphan_peak_14008	neuron13	109.8892314154	Xesp	Adult
orphan_peak_14010	neuron11	23.0033389511068	Xesp	Adult
orphan_peak_14011	neuron10	413.657775159421	Xesp	Adult
orphan_peak_14018	neuron3	35.2356327016991	Xesp	Adult
orphan_peak_14106	neuron10	110.483151384972	Xesp	Adult
orphan_peak_1803	neuron3	35.7484483075083	Xesp	Adult
orphan_peak_203	gland_secretory2	13.7036647406362	Xesp	Adult
orphan_peak_2288	gland_secretory5	220.585170541251	Xesp	Adult
orphan_peak_2468	epidermis1	24.3517774325438	Xesp	Adult
orphan_peak_2543	neuron2	23.0038527902661	Xesp	Adult
orphan_peak_2837	muscle	71.0013044746817	Xesp	Adult
orphan_peak_3102	neuron4	67.5587305448438	Xesp	Adult
orphan_peak_4013	gland_secretory4	37.5423581854779	Xesp	Adult
orphan_peak_4014	gland_secretory4	152.611868519061	Xesp	Adult
orphan_peak_4229	neuron12	71.3439337355992	Xesp	Adult
orphan_peak_4651	neuron4	97.0493416115956	Xesp	Adult
orphan_peak_5216	neuron6	35.9122517437171	Xesp	Adult
orphan_peak_5300	neuron2	16.0052933763762	Xesp	Adult
orphan_peak_5562	neuron4	287.302090054046	Xesp	Adult
orphan_peak_6770	digestive_filaments	8.87446301767369	Xesp	Adult
orphan_peak_6996	neuron6	31.1162575130758	Xesp	Adult
orphan_peak_8600	neuron2	25.9137734696267	Xesp	Adult
orphan_peak_9605	neuron6	15.8443290934797	Xesp	Adult
