"","gene","cell_type","FC","Species","Lifestage"
"1347","Xesp_002591","alga.hosting_cells",51.9967534953125,"Xesp","Adult"
"1348","Xesp_002649","gland_secretory4",58.6874510419779,"Xesp","Adult"
"1349","Xesp_002650","gland_secretory4",92.4840863704683,"Xesp","Adult"
"1350","Xesp_002723","neuron2",17.1902249484918,"Xesp","Adult"
"1351","Xesp_002907","gastrodermis",17.2030590891258,"Xesp","Adult"
"1352","Xesp_002928","gastrodermis",19.2241178420814,"Xesp","Adult"
"1353","Xesp_002963","neuron1",63.7122669146588,"Xesp","Adult"
"1354","Xesp_002978","gland_secretory2",16.6305737467696,"Xesp","Adult"
"1355","Xesp_002981","gland_secretory2",14.5886198964318,"Xesp","Adult"
"1356","Xesp_003115","gastrodermis",16.4332654204292,"Xesp","Adult"
"1357","Xesp_003133","gland_secretory5",21.7511443142853,"Xesp","Adult"
"1358","Xesp_003396","gland_secretory5",36.8524943618348,"Xesp","Adult"
"1359","Xesp_003436","cnidocyte_precursor2",58.0019961096408,"Xesp","Adult"
"1360","Xesp_003489","epidermis2",28.7022650683722,"Xesp","Adult"
"1361","Xesp_003566","neuron6",49.0592657618165,"Xesp","Adult"
"1362","Xesp_003571","neuron1",38.8746431830187,"Xesp","Adult"
"1363","Xesp_003585","neuron2",24.9013103897037,"Xesp","Adult"
"1364","Xesp_003804","precursors",9.76862817974308,"Xesp","Adult"
"1365","Xesp_003922","neuron1",14.0554404552295,"Xesp","Adult"
"1366","Xesp_004037","precursors",8.38750815944897,"Xesp","Adult"
"1367","Xesp_004451","alga.hosting_cells",23.6792613908671,"Xesp","Adult"
"1368","Xesp_004625","epidermis1",49.0180246154227,"Xesp","Adult"
"1369","Xesp_004626","epidermis1",31.5507202485156,"Xesp","Adult"
"1370","Xesp_004915","neuron4",10.9007203156971,"Xesp","Adult"
"1371","Xesp_004932","epidermis1",44.5575323791672,"Xesp","Adult"
"1372","Xesp_005276","cnidocyte_precursor2",38.8473876098045,"Xesp","Adult"
"1373","Xesp_005581","gland_secretory6",39.9357150935273,"Xesp","Adult"
"1374","Xesp_005598","neuron2",16.6909081623209,"Xesp","Adult"
"1375","Xesp_005601","gland_secretory6",38.7746861731999,"Xesp","Adult"
"1376","Xesp_005730","neuron6",25.9203207586176,"Xesp","Adult"
"1377","Xesp_005987","epidermis4",14.1171552633811,"Xesp","Adult"
"1378","Xesp_005999","gland_secretory2",27.917308787993,"Xesp","Adult"
"1379","Xesp_006272","gland_secretory4",89.5643693783308,"Xesp","Adult"
"1380","Xesp_006841","neuron12",59.9413149497543,"Xesp","Adult"
"1381","Xesp_007182","neuron4",10.5167209026982,"Xesp","Adult"
"1382","Xesp_007185","neuron5",27.6834529322683,"Xesp","Adult"
"1383","Xesp_007392","neuron1",14.370611210347,"Xesp","Adult"
"1384","Xesp_007397","neuron12",66.4769991631709,"Xesp","Adult"
"1385","Xesp_007434","neuron4",71.9540116420675,"Xesp","Adult"
"1386","Xesp_007888","digestive_filaments",28.2083894412191,"Xesp","Adult"
"1387","Xesp_007890","epidermis3",30.4652316982495,"Xesp","Adult"
"1388","Xesp_007937","neuron1",18.3782133408935,"Xesp","Adult"
"1389","Xesp_008129","neuron7",19.2212785700631,"Xesp","Adult"
"1390","Xesp_008261","gland_secretory4",32.1593073858599,"Xesp","Adult"
"1391","Xesp_008457","neuron5",21.8580634532172,"Xesp","Adult"
"1392","Xesp_008467","cnidocyte",119.075998954496,"Xesp","Adult"
"1393","Xesp_008520","cnidocyte",318.028333276182,"Xesp","Adult"
"1394","Xesp_008521","cnidocyte",104.666537076718,"Xesp","Adult"
"1395","Xesp_008534","cnidocyte",103.099942955658,"Xesp","Adult"
"1396","Xesp_008614","gland_secretory3",142.415241712089,"Xesp","Adult"
"1397","Xesp_008622","gastrodermis",17.7320241529757,"Xesp","Adult"
"1398","Xesp_008778","cnidocyte_precursor2",42.5583369461033,"Xesp","Adult"
"1399","Xesp_008844","gland_secretory3",63.929083027164,"Xesp","Adult"
"1400","Xesp_008849","gland_secretory3",109.252577688955,"Xesp","Adult"
"1401","Xesp_009275","gland_secretory6",22.4290866265166,"Xesp","Adult"
"1402","Xesp_009319","neuron7",20.6259159868685,"Xesp","Adult"
"1403","Xesp_009333","muscle",38.0954717860283,"Xesp","Adult"
"1404","Xesp_009335","gland_secretory2",16.7376892981982,"Xesp","Adult"
"1405","Xesp_009370","cnidocyte_precursor2",121.235572428749,"Xesp","Adult"
"1406","Xesp_009372","neuron5",52.1855269269747,"Xesp","Adult"
"1407","Xesp_009374","neuron6",12.7116830926105,"Xesp","Adult"
"1408","Xesp_009399","gland_secretory5",47.6304721153495,"Xesp","Adult"
"1409","Xesp_009415","gland_secretory2",22.1050511510334,"Xesp","Adult"
"1410","Xesp_009443","neuron1",19.510482970066,"Xesp","Adult"
"1411","Xesp_009450","digestive_filaments",11.448985074442,"Xesp","Adult"
"1412","Xesp_009686","alga.hosting_cells",38.7822448642701,"Xesp","Adult"
"1413","Xesp_009691","alga.hosting_cells",44.5570186262478,"Xesp","Adult"
"1414","Xesp_009933","cnidocyte",102.32972141333,"Xesp","Adult"
"1415","Xesp_010055","digestive_filaments",8.36909177918416,"Xesp","Adult"
"1416","Xesp_010170","neuron5",35.6757414453647,"Xesp","Adult"
"1417","Xesp_010641","epidermis1",34.6344283754314,"Xesp","Adult"
"1418","Xesp_010814","neuron7",23.474837218281,"Xesp","Adult"
"1419","Xesp_011435","muscle",42.6194139542674,"Xesp","Adult"
"1420","Xesp_011474","neuron10",88.615703411084,"Xesp","Adult"
"1421","Xesp_011801","cnidocyte",105.712356256851,"Xesp","Adult"
"1422","Xesp_011874","muscle",38.45501251907,"Xesp","Adult"
"1423","Xesp_012205","neuron2",18.837743043088,"Xesp","Adult"
"1424","Xesp_012235","gland_secretory6",78.9871809917805,"Xesp","Adult"
"1425","Xesp_012319","muscle",118.465400555757,"Xesp","Adult"
"1426","Xesp_012425","neuron11",98.8298759115768,"Xesp","Adult"
"1427","Xesp_012455","alga.hosting_cells",27.5389816598914,"Xesp","Adult"
"1428","Xesp_012631","epidermis1",28.6783940537876,"Xesp","Adult"
"1429","Xesp_012650","gastrodermis",21.2380935575415,"Xesp","Adult"
"1430","Xesp_012680","gland_secretory2",26.1568184226226,"Xesp","Adult"
"1431","Xesp_012716","epidermis4",15.8481692750176,"Xesp","Adult"
"1432","Xesp_012742","neuron2",17.4320289433459,"Xesp","Adult"
"1433","Xesp_012813","cnidocyte_precursor2",56.4938180374411,"Xesp","Adult"
"1434","Xesp_012982","epidermis1",22.9733230405121,"Xesp","Adult"
"1435","Xesp_013614","neuron12",84.4379643932821,"Xesp","Adult"
"1436","Xesp_013615","epidermis1",63.6380985302045,"Xesp","Adult"
"1437","Xesp_013753","precursors",8.90354197134682,"Xesp","Adult"
"1438","Xesp_013756","gland_secretory4",53.2060113987718,"Xesp","Adult"
"1439","Xesp_013926","neuron6",58.0343752798804,"Xesp","Adult"
"1440","Xesp_014108","alga.hosting_cells",25.5830812356703,"Xesp","Adult"
"1441","Xesp_014296","gastrodermis",16.3842110118445,"Xesp","Adult"
"1442","Xesp_014332","muscle",67.5928147337875,"Xesp","Adult"
"1443","Xesp_014383","gastrodermis",17.7260384436483,"Xesp","Adult"
"1444","Xesp_014448","gastrodermis",23.148618461,"Xesp","Adult"
"1445","Xesp_014471","precursors",10.2315113181039,"Xesp","Adult"
"1446","Xesp_014608","gland_secretory5",15.0458607533836,"Xesp","Adult"
"1447","Xesp_014706","neuron7",24.0125242078499,"Xesp","Adult"
"1448","Xesp_014743","neuron10",169.517811763512,"Xesp","Adult"
"1449","Xesp_014856","epidermis1",27.0363305964264,"Xesp","Adult"
"1450","Xesp_014874","gland_secretory6",27.3504733735668,"Xesp","Adult"
"1451","Xesp_014898","neuron7",21.2191366842041,"Xesp","Adult"
"1452","Xesp_014909","alga.hosting_cells",43.1185123556081,"Xesp","Adult"
"1453","Xesp_015051","neuron4",16.3103402671094,"Xesp","Adult"
"1454","Xesp_015086","digestive_filaments",10.6910556629089,"Xesp","Adult"
"1455","Xesp_015312","digestive_filaments",17.6665930590055,"Xesp","Adult"
"1456","Xesp_015330","epidermis1",29.2103913804956,"Xesp","Adult"
"1457","Xesp_015642","neuron1",17.8259744471979,"Xesp","Adult"
"1458","Xesp_015737","neuron1",15.3919419591876,"Xesp","Adult"
"1459","Xesp_015895","gland_secretory1",195.237573418602,"Xesp","Adult"
"1460","Xesp_015928","gland_secretory6",30.5124975295982,"Xesp","Adult"
"1461","Xesp_015957","neuron7",21.334306273912,"Xesp","Adult"
"1462","Xesp_016092","neuron7",26.7956883578502,"Xesp","Adult"
"1463","Xesp_016189","neuron3",25.7062090986674,"Xesp","Adult"
"1464","Xesp_016378","epidermis4",13.6876492708986,"Xesp","Adult"
"1465","Xesp_016414","neuron1",20.1585560434205,"Xesp","Adult"
"1466","Xesp_016506","muscle",65.495284240004,"Xesp","Adult"
"1467","Xesp_016545","epidermis2",14.9095775338424,"Xesp","Adult"
"1468","Xesp_017350","gland_secretory1",54.6945669951118,"Xesp","Adult"
"1469","Xesp_017428","neuron6",14.7526280516281,"Xesp","Adult"
"1470","Xesp_017514","precursors",18.4189217610695,"Xesp","Adult"
"1471","Xesp_018248","neuron7",18.2010066185303,"Xesp","Adult"
"1472","Xesp_018334","precursors",11.7793548569206,"Xesp","Adult"
"1473","Xesp_018481","cnidocyte_precursor2",34.9572418662513,"Xesp","Adult"
"1474","Xesp_018671","gland_secretory2",82.5787293174564,"Xesp","Adult"
"1475","Xesp_018754","gland_secretory5",23.5924457955375,"Xesp","Adult"
"1476","Xesp_018771","gland_secretory5",16.8447086220334,"Xesp","Adult"
"1477","Xesp_018772","gland_secretory5",14.7900440432022,"Xesp","Adult"
"1478","Xesp_018773","gland_secretory5",43.9219488588245,"Xesp","Adult"
"1479","Xesp_019746","epidermis3",29.1143576816818,"Xesp","Adult"
"1480","Xesp_019848","neuron2",29.3991326641638,"Xesp","Adult"
"1481","Xesp_020407","gland_secretory1",31.4471805994014,"Xesp","Adult"
"1482","Xesp_021212","neuron12",171.363196742163,"Xesp","Adult"
"1483","Xesp_021213","neuron8",78.3278251428499,"Xesp","Adult"
"1484","Xesp_021233","neuron9",69.0441818133978,"Xesp","Adult"
"1485","Xesp_021246","neuron9",399.73808020469,"Xesp","Adult"
"1486","Xesp_021247","neuron9",437.723138547878,"Xesp","Adult"
"1487","Xesp_021251","neuron11",119.250096659463,"Xesp","Adult"
"1488","Xesp_021473","gland_secretory1",68.3557942672412,"Xesp","Adult"
"1489","Xesp_021708","neuron7",31.3566844768685,"Xesp","Adult"
"1490","Xesp_021837","gland_secretory1",261.006574971817,"Xesp","Adult"
"1491","Xesp_021847","gland_secretory6",25.853197121882,"Xesp","Adult"
"1492","Xesp_021884","gland_secretory2",15.7338154921437,"Xesp","Adult"
"1493","Xesp_022040","muscle",71.20864622123,"Xesp","Adult"
"1494","Xesp_022108","neuron5",16.1807211758821,"Xesp","Adult"
"1495","Xesp_022123","neuron5",16.5022408179297,"Xesp","Adult"
"1496","Xesp_022285","gland_secretory4",32.0210231597983,"Xesp","Adult"
"1497","Xesp_022333","gastrodermis",17.6031263054357,"Xesp","Adult"
"1498","Xesp_022796","alga.hosting_cells",33.8483100787818,"Xesp","Adult"
"1499","Xesp_023011","neuron3",39.53697640267,"Xesp","Adult"
"1500","Xesp_023241","neuron1",13.8498918737729,"Xesp","Adult"
"1501","Xesp_023286","cnidocyte_precursor1",35.38814283886,"Xesp","Adult"
"1502","Xesp_023289","neuron5",28.2201697067405,"Xesp","Adult"
"1503","Xesp_023317","precursors",15.8881629860884,"Xesp","Adult"
"1504","Xesp_023377","gland_secretory6",35.8356431691637,"Xesp","Adult"
"1505","Xesp_023526","gland_secretory1",19.8278359931216,"Xesp","Adult"
"1506","Xesp_023715","epidermis4",30.318347640485,"Xesp","Adult"
"1507","Xesp_023784","epidermis4",15.1284808811504,"Xesp","Adult"
"1508","Xesp_023987","neuron3",48.6484851518195,"Xesp","Adult"
"1509","Xesp_024219","epidermis4",12.9815063879119,"Xesp","Adult"
"1510","Xesp_024234","epidermis4",21.4915802819994,"Xesp","Adult"
"1511","Xesp_024237","epidermis3",18.1899657590084,"Xesp","Adult"
"1512","Xesp_024240","epidermis3",19.951320063822,"Xesp","Adult"
"1513","Xesp_024270","neuron12",82.6106310348331,"Xesp","Adult"
"1514","Xesp_024277","neuron10",74.7598533413497,"Xesp","Adult"
"1515","Xesp_024280","neuron13",42.6798782291719,"Xesp","Adult"
"1516","Xesp_024403","neuron10",70.4574089899646,"Xesp","Adult"
"1517","Xesp_024519","gland_secretory4",29.3288652512756,"Xesp","Adult"
"1518","Xesp_026780","digestive_filaments",25.5436251036649,"Xesp","Adult"
"1519","Xesp_027190","gland_secretory6",21.6030320937966,"Xesp","Adult"
"1520","Xesp_027263","neuron2",17.0785918464443,"Xesp","Adult"
"1521","Xesp_027493","precursors",23.2673574617129,"Xesp","Adult"
"1522","Xesp_027596","muscle",120.868582841748,"Xesp","Adult"
"1523","Xesp_027709","neuron8",14.395398634861,"Xesp","Adult"
"1524","Xesp_027769","precursors",16.4362617080472,"Xesp","Adult"
"1525","Xesp_027783","digestive_filaments",7.39233892541102,"Xesp","Adult"
"1526","Xesp_027785","digestive_filaments",39.8649798390947,"Xesp","Adult"
"1527","Xesp_027842","gland_secretory3",82.96975525289,"Xesp","Adult"
"1528","Xesp_028058","gland_secretory4",36.633756375888,"Xesp","Adult"
"1529","Xesp_028815","cnidocyte",241.846071089403,"Xesp","Adult"
"1530","Xesp_028852","gland_secretory6",36.4666412892211,"Xesp","Adult"
"1531","Xesp_028910","neuron4",12.7543397807557,"Xesp","Adult"
"1532","Xesp_028933","alga.hosting_cells",29.6949109694322,"Xesp","Adult"
"1533","Xesp_028968","gland_secretory3",82.1578780128013,"Xesp","Adult"
"1534","orphan_peak_11045","gland_secretory1",78.7847548719496,"Xesp","Adult"
"1535","orphan_peak_11047","gland_secretory1",33.8493287945683,"Xesp","Adult"
"1536","orphan_peak_12373","neuron11",18.8926675949714,"Xesp","Adult"
"1537","orphan_peak_12377","neuron11",35.515811526476,"Xesp","Adult"
"1538","orphan_peak_12380","neuron11",35.6739239952668,"Xesp","Adult"
"1539","orphan_peak_12383","neuron9",163.722026096243,"Xesp","Adult"
"1540","orphan_peak_12539","neuron6",36.504817940342,"Xesp","Adult"
"1541","orphan_peak_12781","neuron10",94.4579690279451,"Xesp","Adult"
"1542","orphan_peak_13975","neuron10",127.246890323198,"Xesp","Adult"
"1543","orphan_peak_13976","neuron8",28.1425842293606,"Xesp","Adult"
"1544","orphan_peak_13981","neuron12",84.7098590667878,"Xesp","Adult"
"1545","orphan_peak_13986","neuron10",235.877771235176,"Xesp","Adult"
"1546","orphan_peak_13988","neuron10",63.5991430172249,"Xesp","Adult"
"1547","orphan_peak_14001","neuron13",90.8520434708109,"Xesp","Adult"
"1548","orphan_peak_14008","neuron13",109.8892314154,"Xesp","Adult"
"1549","orphan_peak_14010","neuron11",23.0033389511068,"Xesp","Adult"
"1550","orphan_peak_14011","neuron10",413.657775159421,"Xesp","Adult"
"1551","orphan_peak_14018","neuron3",35.2356327016991,"Xesp","Adult"
"1552","orphan_peak_14106","neuron10",110.483151384972,"Xesp","Adult"
"1553","orphan_peak_1803","neuron3",35.7484483075083,"Xesp","Adult"
"1554","orphan_peak_203","gland_secretory2",13.7036647406362,"Xesp","Adult"
"1555","orphan_peak_2288","gland_secretory5",220.585170541251,"Xesp","Adult"
"1556","orphan_peak_2468","epidermis1",24.3517774325438,"Xesp","Adult"
"1557","orphan_peak_2543","neuron2",23.0038527902661,"Xesp","Adult"
"1558","orphan_peak_2837","muscle",71.0013044746817,"Xesp","Adult"
"1559","orphan_peak_3102","neuron4",67.5587305448438,"Xesp","Adult"
"1560","orphan_peak_4013","gland_secretory4",37.5423581854779,"Xesp","Adult"
"1561","orphan_peak_4014","gland_secretory4",152.611868519061,"Xesp","Adult"
"1562","orphan_peak_4229","neuron12",71.3439337355992,"Xesp","Adult"
"1563","orphan_peak_4651","neuron4",97.0493416115956,"Xesp","Adult"
"1564","orphan_peak_5216","neuron6",35.9122517437171,"Xesp","Adult"
"1565","orphan_peak_5300","neuron2",16.0052933763762,"Xesp","Adult"
"1566","orphan_peak_5562","neuron4",287.302090054046,"Xesp","Adult"
"1567","orphan_peak_6770","digestive_filaments",8.87446301767369,"Xesp","Adult"
"1568","orphan_peak_6996","neuron6",31.1162575130758,"Xesp","Adult"
"1569","orphan_peak_8600","neuron2",25.9137734696267,"Xesp","Adult"
"1570","orphan_peak_9605","neuron6",15.8443290934797,"Xesp","Adult"
